id,current_month,id,logins_current_month,country,traffic_type,platform,ads_shown_current_month,ads_revenue_current_month,revenue_current_month,games_pvp,wins_pvp,quests,hard_quests,current_passed_level,offers,currency_1,currency_2,currency_3,currency_4,currency_5,currency_6,currency_7,current_avg_ping,current_month,ads_revenue_next_month,revenue_next_month,is_active_next_month,months_after_reg
68,2025-04,68,1,60,paid,iOS,1,0.0405158884823322,0.0,1,1,5,0,1,0,0,0,0,0,0,0,0,0.3777399957180023,2025-04,0.0,0.0,False,0
75,2025-04,75,1,86,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
81,2025-04,81,3,173,paid,Android,0,0.0,0.0,2,2,7,1,1,0,0,0,0,0,0,0,0,0.4646470546722412,2025-04,0.0,0.0,False,1
84,2025-04,84,1,71,paid,Android,5,1.3148216009140017,0.0,3,3,8,0,3,0,0,0,0,0,0,0,0,0.4379324615001678,2025-04,0.0,0.0,False,0
86,2025-04,86,1,71,paid,iOS,0,0.0,0.0,1,1,8,0,3,0,0,0,0,0,0,0,0,0.3085618913173675,2025-04,0.0,0.0,False,0
89,2025-04,89,6,161,paid,Android,56,0.0884750694385729,0.0,0,0,25,1,3,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,3
90,2025-04,90,3,154,paid,Android,1,0.0019131805747747,0.0,6,5,6,0,2,0,0,0,0,0,0,0,0,0.7258616089820862,2025-04,0.0,0.0,False,0
91,2025-04,91,1,67,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
92,2025-04,92,1,106,paid,Android,2,0.0405379552394151,0.0,11,8,22,2,5,0,0,0,0,0,0,0,0,0.4257776439189911,2025-04,0.0,0.0,False,0
97,2025-04,97,24,175,paid,Android,51,0.1622655594255775,0.0,106,59,152,11,37,5,14765,1080,65,9,10,6850,2250,0.1314878463745117,2025-04,0.0,0.0,False,13
103,2025-04,103,1,153,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
104,2025-04,104,1,164,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
105,2025-04,105,1,93,paid,Android,0,0.0,0.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
118,2025-04,118,2,67,organic,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
120,2025-04,120,26,133,paid,Android,4,0.0,0.0,310,155,240,19,80,5,43864,1230,80,6,560,5100,3200,0.3295052051544189,2025-04,0.0,0.0,False,3
131,2025-04,131,1,110,paid,iOS,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
132,2025-04,132,1,86,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
133,2025-04,133,28,173,paid,Android,543,0.7594550607900601,0.0,149,104,244,15,73,13,158868,470,235,4,0,5850,13900,0.26171875,2025-04,0.0,0.0,False,2
135,2025-04,135,1,112,organic,Android,8,1.888111293315888,0.0,4,4,8,0,4,0,0,0,0,0,0,0,0,0.3150021731853485,2025-04,0.0,0.0,False,0
136,2025-04,136,2,16,paid,Android,1,0.0028213576879352,0.0,8,5,22,2,2,0,0,0,0,0,0,0,0,0.1998988538980484,2025-04,0.0,0.0,False,0
139,2025-04,139,4,86,organic,iOS,0,0.0,0.0,12,3,18,1,1,0,0,0,0,0,0,0,0,0.3867664635181427,2025-04,0.0,0.0,False,7
146,2025-04,146,2,166,organic,Android,0,0.0,0.0,1,0,6,0,1,0,0,0,0,0,0,0,0,5.392254829406738,2025-04,0.0,0.0,False,0
157,2025-04,157,2,164,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
161,2025-04,161,10,101,paid,Android,81,0.2987459655851125,0.0,214,118,204,10,62,0,0,0,0,0,0,0,0,0.2403455525636673,2025-04,0.0,0.0,False,0
167,2025-04,167,2,164,paid,iOS,5,0.6624550297856331,0.0,11,9,29,2,8,6,481,570,0,0,0,0,0,0.0877725109457969,2025-04,0.0,0.0,False,0
168,2025-04,168,12,86,organic,Android,4,0.1095007974654436,0.0,112,50,107,9,14,8,853,355,0,0,0,0,0,0.4049856066703796,2025-04,0.0,0.0,False,1
169,2025-04,169,1,153,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
170,2025-04,170,1,71,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
183,2025-04,183,2,33,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
184,2025-04,184,1,133,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
188,2025-04,188,3,8,paid,Android,4,0.0300535429269075,0.0,11,9,31,2,2,0,0,0,0,0,0,0,0,0.4096077084541321,2025-04,0.0,0.0,False,0
194,2025-04,194,9,67,paid,Android,0,0.0,0.0,42,17,46,3,1,8,983,150,0,0,0,0,0,0.596531867980957,2025-04,0.0,0.0,False,0
195,2025-04,195,1,153,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
199,2025-04,199,1,112,paid,iOS,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
213,2025-04,213,1,193,organic,Android,0,0.0,0.0,1,1,8,1,2,0,0,0,0,0,0,0,0,0.2942025661468506,2025-04,0.0,0.0,False,0
220,2025-04,220,1,109,paid,Android,5,0.0282597891055047,0.0,2,2,8,1,3,0,0,0,0,0,0,0,0,0.1875983327627182,2025-04,0.0,0.0,False,0
246,2025-04,246,1,164,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
250,2025-04,250,27,98,paid,iOS,1213,15.216443150304258,33.750044107437134,753,442,573,23,114,10,21749,474,135,3,20,8350,9300,0.3695743381977081,2025-04,0.0,0.0,False,0
260,2025-04,260,1,112,organic,iOS,1,0.0225598756223917,0.0,1,1,6,1,2,0,0,0,0,0,0,0,0,0.3152018189430237,2025-04,0.0,0.0,False,0
262,2025-04,262,1,184,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
263,2025-04,263,4,153,paid,Android,16,0.3268429506570101,0.0,61,32,98,5,27,0,0,0,0,0,0,0,0,0.3892542123794555,2025-04,0.0,0.0,False,0
268,2025-04,268,2,164,paid,Android,1,0.4889265894889831,0.0,8,5,20,0,4,0,0,0,0,0,0,0,0,0.1828562021255493,2025-04,0.0,0.0,False,0
269,2025-04,269,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
270,2025-04,270,10,153,paid,Android,8,0.1135361371561884,0.0,47,27,97,4,31,0,0,0,0,0,0,0,0,0.3946756422519684,2025-04,0.0,0.0,False,7
276,2025-04,276,29,21,paid,Android,327,6.131087252404541,0.0,211,104,271,14,73,5,22553,1800,2250,18,160,25150,4100,0.3854213058948517,2025-04,0.0,0.0,False,2
285,2025-04,285,11,98,paid,Android,133,0.1456388993246946,0.0,31,20,89,5,1,0,0,0,0,0,0,0,0,0.2624534368515014,2025-04,0.0,0.0,False,2
286,2025-04,286,6,161,paid,Android,0,0.0,0.0,13,13,67,2,12,0,0,0,0,0,0,0,0,0.3655100464820862,2025-04,0.0,0.0,False,0
300,2025-04,300,29,180,paid,iOS,974,3.4012239805888385,10.298113822937012,376,174,293,19,53,4,29333,695,160,6,10,7200,15650,0.3410395979881286,2025-04,0.0,0.0,False,1
302,2025-04,302,5,153,paid,Android,1,0.0105543620884418,0.0,47,18,79,6,15,0,0,0,0,0,0,0,0,0.3639583885669708,2025-04,0.0,0.0,False,0
304,2025-04,304,7,164,paid,Android,26,2.3469581864774227,0.0,42,30,122,5,27,0,0,0,0,0,0,0,0,0.1259974837303161,2025-04,0.0,0.0,False,0
308,2025-04,308,10,47,paid,iOS,120,0.7399566827807575,0.0,108,52,166,13,79,9,4848,940,50,51,300,23250,6250,0.433171272277832,2025-04,0.0,0.0,False,2
313,2025-04,313,7,61,paid,Android,1,0.0208319202065467,0.0,17,6,44,2,3,0,0,0,0,0,0,0,0,0.1646451354026794,2025-04,0.0,0.0,False,1
317,2025-04,317,4,153,paid,Android,4,0.0220277118496596,0.0,9,4,40,3,20,0,0,0,0,0,0,0,0,0.5051725506782532,2025-04,0.0,0.0,False,2
320,2025-04,320,9,153,paid,Android,1,0.0023241790477186,0.0,30,19,62,7,16,10,27305,25,35,0,90,1200,950,0.3869950771331787,2025-04,0.0,0.0,False,3
325,2025-04,325,1,93,organic,Android,15,0.1079126093536615,0.0,4,3,38,1,5,0,0,0,0,0,0,0,0,0.3512387871742248,2025-04,0.0,0.0,False,11
327,2025-04,327,1,112,paid,iOS,0,0.0,0.0,0,0,6,1,2,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
336,2025-04,336,1,47,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
343,2025-04,343,8,195,paid,iOS,23,0.1529813082888722,0.0,38,26,92,4,19,0,0,0,0,0,0,0,0,0.2414106875658035,2025-04,0.0,0.0,False,0
344,2025-04,344,2,1,organic,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
346,2025-04,346,12,161,organic,Android,10,0.0039815073541831,0.0,13,6,34,1,7,7,8079,1890,355,2,60,38350,2900,0.3901975750923157,2025-04,0.0,0.0,False,9
353,2025-04,353,28,164,paid,Android,929,18.282601975137368,79.24699926376343,918,424,324,19,101,3,2779,984,445,5,160,1050,13550,0.1197339668869972,2025-04,0.0,0.0,False,1
360,2025-04,360,14,164,paid,iOS,10,3.99543060362339,3.349248468875885,58,39,200,8,29,0,0,0,0,0,0,0,0,0.0531680844724178,2025-04,0.0,0.0,False,0
361,2025-04,361,1,153,paid,Android,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
371,2025-04,371,1,133,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
376,2025-04,376,1,161,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
378,2025-04,378,1,161,organic,iOS,0,0.0,0.0,1,1,4,0,1,0,0,0,0,0,0,0,0,0.438394159078598,2025-04,0.0,0.0,False,0
390,2025-04,390,11,71,paid,Android,98,4.396971367299557,4.605999946594238,164,109,235,12,72,7,8048,1415,0,0,0,13150,0,0.3495566248893738,2025-04,0.0,0.0,False,0
395,2025-04,395,1,109,paid,Android,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
398,2025-04,398,6,133,paid,Android,0,0.0,0.0,4,2,7,0,1,0,0,0,0,0,0,0,0,0.3197735249996185,2025-04,0.0,0.0,False,0
400,2025-04,400,14,13,organic,iOS,14,0.1782017964869737,0.0,122,78,273,13,66,3,3572,565,0,0,0,2600,0,0.2322438210248947,2025-04,0.0,0.0,False,0
404,2025-04,404,29,101,paid,iOS,102,2.875598014332354,12.75,175,92,209,20,69,6,96289,1010,295,8,0,27100,2950,0.715344250202179,2025-04,0.0,0.0,False,2
417,2025-04,417,1,168,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,17
421,2025-04,421,29,71,paid,Android,5,1.4026253744959831,53.88599967956543,227,137,157,16,33,9,17013,5135,460,23,60,10900,0,0.4131885170936584,2025-04,0.0,0.0,False,3
423,2025-04,423,24,93,paid,Android,675,1.211777585267555,0.0,304,158,361,18,74,4,59074,85,0,0,0,12350,3000,0.943043887615204,2025-04,0.0,0.0,False,0
428,2025-04,428,1,71,paid,Android,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
439,2025-04,439,3,195,organic,iOS,1,0.005069441627711,0.0,3,2,17,1,1,0,0,0,0,0,0,0,0,0.1584257185459137,2025-04,0.0,0.0,False,6
440,2025-04,440,5,67,paid,Android,2,0.0174578251317143,0.0,19,10,66,1,8,0,0,0,0,0,0,0,0,0.2087445706129074,2025-04,0.0,0.0,False,2
445,2025-04,445,2,180,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
446,2025-04,446,9,153,paid,Android,5,0.0,0.0,19,9,36,4,3,0,0,0,0,0,0,0,0,0.386397510766983,2025-04,0.0,0.0,False,5
451,2025-04,451,1,63,organic,Android,0,0.0,0.0,12,11,30,2,9,0,0,0,0,0,0,0,0,0.4525570571422577,2025-04,0.0,0.0,False,0
452,2025-04,452,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
455,2025-04,455,4,86,paid,Android,20,0.0457592372549697,0.0,36,28,109,4,2,0,0,0,0,0,0,0,0,0.3729589283466339,2025-04,0.0,0.0,False,0
472,2025-04,472,1,46,paid,Android,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
476,2025-04,476,1,153,paid,Android,0,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0.3459325730800628,2025-04,0.0,0.0,False,0
479,2025-04,479,1,98,paid,iOS,1,0.0050747166387736,0.0,4,4,9,1,1,0,0,0,0,0,0,0,0,0.2867850065231323,2025-04,0.0,0.0,False,0
480,2025-04,480,1,153,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
489,2025-04,489,2,173,paid,Android,0,0.0,0.0,3,3,5,0,0,0,0,0,0,0,0,0,0,0.278189867734909,2025-04,0.0,0.0,False,2
501,2025-04,501,5,49,paid,Android,23,0.0326193045184481,0.0,88,50,157,7,33,0,0,0,0,0,0,0,0,0.3293979465961456,2025-04,0.0,0.0,False,0
502,2025-04,502,5,5,paid,Android,5,1.991875678300857,0.0,4,2,17,0,2,0,0,0,0,0,0,0,0,0.3304453492164612,2025-04,0.0,0.0,False,15
505,2025-04,505,30,161,organic,Android,803,1.3937357942340896,0.0,748,369,233,17,101,6,27668,4835,535,11,180,47350,15050,0.404101550579071,2025-04,0.0,0.0,False,3
507,2025-04,507,30,201,paid,Android,1133,11.081377454509491,93.85599946975708,399,317,252,16,110,4,4034,1323,425,35,60,12150,3500,0.170166015625,2025-04,0.0,0.0,False,11
508,2025-04,508,1,153,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
509,2025-04,509,26,173,paid,Android,637,1.0641692017379685,0.0,243,110,263,17,79,8,152600,6545,2945,65,520,83150,15150,0.2762172222137451,2025-04,0.0,0.0,False,3
510,2025-04,510,1,173,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
511,2025-04,511,4,85,paid,Android,11,0.0039894296714919,0.0,5,2,28,1,7,0,0,0,0,0,0,0,0,0.2353303134441375,2025-04,0.0,0.0,False,9
514,2025-04,514,1,135,paid,iOS,4,0.1188361197710037,0.0,4,4,9,0,3,0,0,0,0,0,0,0,0,0.3272714912891388,2025-04,0.0,0.0,False,0
516,2025-04,516,29,161,organic,Android,637,1.1920441013062373,0.0,472,196,333,18,91,0,0,0,0,0,0,0,0,0.3447544574737549,2025-04,0.0,0.0,False,2
520,2025-04,520,1,164,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,6
523,2025-04,523,1,180,paid,Android,1,0.0034122695215046,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.3704336881637573,2025-04,0.0,0.0,False,0
534,2025-04,534,2,67,paid,Android,1,0.0073026898317039,0.0,2,2,9,0,3,0,0,0,0,0,0,0,0,0.348145455121994,2025-04,0.0,0.0,False,0
540,2025-04,540,26,86,paid,Android,365,0.6483518877066672,2.302999973297119,133,89,145,11,46,0,0,0,0,0,0,0,0,0.391482800245285,2025-04,0.0,0.0,False,5
545,2025-04,545,2,11,paid,Android,2,0.0234186542220413,0.0,32,21,66,3,15,0,0,0,0,0,0,0,0,0.2116582095623016,2025-04,0.0,0.0,False,0
558,2025-04,558,1,153,paid,Android,1,0.0176414027810096,0.0,3,1,2,0,1,0,0,0,0,0,0,0,0,0.4572547078132629,2025-04,0.0,0.0,False,0
562,2025-04,562,30,164,paid,Android,147,6.377804966643453,16.925999641418457,351,214,183,16,73,5,22656,863,100,14,60,950,9150,0.3888545334339142,2025-04,0.0,0.0,False,11
573,2025-04,573,13,61,paid,iOS,9,0.7459386326372623,0.728093147277832,63,33,100,7,2,0,0,0,0,0,0,0,0,0.1575025469064712,2025-04,0.0,0.0,False,6
575,2025-04,575,2,112,organic,iOS,1,0.0712198838591575,0.0,2,2,7,0,3,0,0,0,0,0,0,0,0,0.4445182383060455,2025-04,0.0,0.0,False,0
581,2025-04,581,12,106,paid,Android,128,0.5695648633409292,0.0,88,51,233,12,61,0,0,0,0,0,0,0,0,0.3694950640201568,2025-04,0.0,0.0,False,1
587,2025-04,587,1,180,organic,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
589,2025-04,589,1,93,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
593,2025-04,593,3,67,organic,Android,0,0.0,0.0,16,12,55,4,15,0,0,0,0,0,0,0,0,0.2789748907089233,2025-04,0.0,0.0,False,1
596,2025-04,596,1,61,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
604,2025-04,604,2,208,paid,iOS,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
618,2025-04,618,30,67,paid,Android,864,2.9498501885682344,0.0,278,85,231,13,80,7,27142,3440,145,2,0,7400,18500,0.1735966801643371,2025-04,0.0,0.0,False,3
621,2025-04,621,3,112,organic,iOS,14,0.2924846718087792,0.0,29,22,76,3,14,0,0,0,0,0,0,0,0,0.3222447037696838,2025-04,0.0,0.0,False,0
631,2025-04,631,6,154,paid,Android,49,0.2240685625001788,0.0,94,53,168,8,40,4,3712,345,0,0,0,0,0,0.286376953125,2025-04,0.0,0.0,False,5
634,2025-04,634,1,180,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,4
638,2025-04,638,22,67,organic,iOS,40,0.1876707111950963,0.0,103,65,137,8,32,6,7157,235,25,15,130,300,850,0.2504802942276001,2025-04,0.0,0.0,False,4
639,2025-04,639,1,102,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
641,2025-04,641,5,180,organic,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
642,2025-04,642,26,110,paid,Android,60,0.6631143679842353,0.0,199,104,251,20,25,0,0,0,0,0,0,0,0,0.3185401856899261,2025-04,0.0,0.0,False,2
643,2025-04,643,2,153,paid,Android,5,0.0457120873034,0.0,7,5,17,1,4,0,0,0,0,0,0,0,0,0.3987165093421936,2025-04,0.0,0.0,False,4
645,2025-04,645,1,61,paid,Android,9,0.0598370772786438,0.0,19,13,26,3,10,0,0,0,0,0,0,0,0,0.1684601753950119,2025-04,0.0,0.0,False,0
651,2025-04,651,11,208,paid,Android,51,1.2139372639358044,3.072999954223633,135,76,145,10,34,0,0,0,0,0,0,0,0,0.208492025732994,2025-04,0.0,0.0,False,1
655,2025-04,655,30,101,paid,Android,133,0.6042652453761548,7.692999839782715,747,391,434,27,95,9,472,155,325,4,30,14350,1250,0.1662489175796508,2025-04,0.0,0.0,False,1
661,2025-04,661,18,175,organic,iOS,32,0.5061754863709211,0.0,83,54,185,9,13,0,0,0,0,0,0,0,0,0.1909814476966858,2025-04,0.0,0.0,False,2
673,2025-04,673,2,180,paid,Android,11,0.03982834238559,0.0,1,0,10,0,3,0,0,0,0,0,0,0,0,0.5465307831764221,2025-04,0.0,0.0,False,9
675,2025-04,675,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
676,2025-04,676,30,180,paid,Android,905,1.0558529725531116,0.0,486,282,394,26,102,11,27638,800,535,17,170,1850,11400,0.402725487947464,2025-04,0.0,0.0,False,1
686,2025-04,686,1,153,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
687,2025-04,687,23,153,organic,Android,383,0.6673420392908156,0.0,92,51,149,11,60,6,42202,1540,120,3,160,11050,9950,0.422325849533081,2025-04,0.0,0.0,False,2
701,2025-04,701,2,102,paid,Android,1,0.0051482156850397,0.0,10,10,22,1,7,0,0,0,0,0,0,0,0,0.1601540297269821,2025-04,0.0,0.0,False,0
704,2025-04,704,1,67,paid,iOS,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
707,2025-04,707,26,67,paid,Android,786,0.830828756064875,0.0,175,93,245,16,73,8,39696,1265,120,9,80,700,12900,0.7700040936470032,2025-04,0.0,0.0,False,4
708,2025-04,708,17,153,paid,iOS,27,0.1831683367490768,0.0,105,56,131,12,54,0,0,0,0,0,0,0,0,0.4888989627361297,2025-04,0.0,0.0,False,2
716,2025-04,716,1,67,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
720,2025-04,720,1,161,paid,Android,0,0.0,0.0,3,3,5,0,1,0,0,0,0,0,0,0,0,0.3310029804706573,2025-04,0.0,0.0,False,0
726,2025-04,726,11,153,paid,Android,21,0.1364197575021535,0.0,473,242,242,13,84,8,13876,545,280,2,0,3600,0,0.4425887763500213,2025-04,0.0,0.0,False,0
733,2025-04,733,1,98,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
739,2025-04,739,1,5,organic,iOS,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,3
740,2025-04,740,6,153,paid,Android,59,0.0972365575726144,0.0,91,57,176,7,47,0,0,0,0,0,0,0,0,0.3548008501529693,2025-04,0.0,0.0,False,0
750,2025-04,750,1,158,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
756,2025-04,756,18,195,paid,Android,612,145.26931782532483,336.3429946899414,453,349,424,23,110,7,26292,10430,55,88,150,15600,4750,0.2364128232002258,2025-04,0.0,0.0,False,0
766,2025-04,766,1,164,paid,iOS,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
767,2025-04,767,1,16,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
769,2025-04,769,1,101,paid,iOS,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
770,2025-04,770,1,93,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
772,2025-04,772,26,101,paid,iOS,10,0.6247728727757931,7.639999866485596,93,48,129,9,28,9,31036,25,300,1,30,1350,700,0.1976731270551681,2025-04,0.0,0.0,False,2
774,2025-04,774,1,137,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
778,2025-04,778,1,109,paid,Android,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,3
796,2025-04,796,1,93,paid,Android,0,0.0,0.0,4,4,7,0,3,0,0,0,0,0,0,0,0,0.3315287232398987,2025-04,0.0,0.0,False,0
801,2025-04,801,21,94,paid,Android,236,0.4089421884855255,0.0,328,179,312,18,37,7,8080,10,475,2,0,6050,3000,0.2018636018037796,2025-04,0.0,0.0,False,1
