id,current_month,id,logins_current_month,country,traffic_type,platform,ads_shown_current_month,ads_revenue_current_month,revenue_current_month,games_pvp,wins_pvp,quests,hard_quests,current_passed_level,offers,currency_1,currency_2,currency_3,currency_4,currency_5,currency_6,currency_7,current_avg_ping,current_month,ads_revenue_next_month,revenue_next_month,log_ads_revenue_next_month,log_revenue_next_month,is_active_next_month,months_after_reg,log_revenue_current_month,log_ads_revenue_current_month
313,2025-04,313,7,61,paid,Android,1,0.0208319202065467,0.0,17,6,44,2,3,0,0,0,0,0,0,0,0,0.1646451354026794,2025-04,0.0,0.0,0.0,0.0,False,1,0.0,0.020617902914313098
317,2025-04,317,4,153,paid,Android,4,0.0220277118496596,0.0,9,4,40,3,20,0,0,0,0,0,0,0,0,0.5051725506782532,2025-04,0.0,0.0,0.0,0.0,False,2,0.0,0.02178860672667772
320,2025-04,320,9,153,paid,Android,1,0.0023241790477186,0.0,30,19,62,7,16,10,27305,25,35,0,90,1200,950,0.3869950771331787,2025-04,0.0,0.0,0.0,0.0,False,3,0.0,0.002321482321237509
325,2025-04,325,1,93,organic,Android,15,0.1079126093536615,0.0,4,3,38,1,5,0,0,0,0,0,0,0,0,0.3512387871742248,2025-04,0.0,0.0,0.0,0.0,False,11,0.0,0.1024777127900056
327,2025-04,327,1,112,paid,iOS,0,0.0,0.0,0,0,6,1,2,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
336,2025-04,336,1,47,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
343,2025-04,343,8,195,paid,iOS,23,0.1529813082888722,0.0,38,26,92,4,19,0,0,0,0,0,0,0,0,0.2414106875658035,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.14235102978419986
344,2025-04,344,2,1,organic,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
346,2025-04,346,12,161,organic,Android,10,0.0039815073541831,0.0,13,6,34,1,7,7,8079,1890,355,2,60,38350,2900,0.3901975750923157,2025-04,0.0,0.0,0.0,0.0,False,9,0.0,0.003973602129968992
353,2025-04,353,28,164,paid,Android,929,18.282601975137368,79.24699926376343,918,424,324,19,101,3,2779,984,445,5,160,1050,13550,0.1197339668869972,2025-04,0.0,0.0,0.0,0.0,False,1,4.3851093689591565,2.959203237293162
360,2025-04,360,14,164,paid,iOS,10,3.99543060362339,3.349248468875885,58,39,200,8,29,0,0,0,0,0,0,0,0,0.0531680844724178,2025-04,0.0,0.0,0.0,0.0,False,0,1.4700030643992084,1.6085236153165225
361,2025-04,361,1,153,paid,Android,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,2,0.0,0.0
371,2025-04,371,1,133,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
376,2025-04,376,1,161,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
378,2025-04,378,1,161,organic,iOS,0,0.0,0.0,1,1,4,0,1,0,0,0,0,0,0,0,0,0.438394159078598,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
390,2025-04,390,11,71,paid,Android,98,4.396971367299557,4.605999946594238,164,109,235,12,72,7,8048,1415,0,0,0,13150,0,0.3495566248893738,2025-04,0.0,0.0,0.0,0.0,False,0,1.7238374432160604,1.6858379383231101
395,2025-04,395,1,109,paid,Android,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,2,0.0,0.0
398,2025-04,398,6,133,paid,Android,0,0.0,0.0,4,2,7,0,1,0,0,0,0,0,0,0,0,0.3197735249996185,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
400,2025-04,400,14,13,organic,iOS,14,0.1782017964869737,0.0,122,78,273,13,66,3,3572,565,0,0,0,2600,0,0.2322438210248947,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.16398937487679952
404,2025-04,404,29,101,paid,iOS,102,2.875598014332354,12.75,175,92,209,20,69,6,96289,1010,295,8,0,27100,2950,0.715344250202179,2025-04,0.0,0.0,0.0,0.0,False,2,2.6210388241125804,1.3546999771775523
417,2025-04,417,1,168,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,17,0.0,0.0
421,2025-04,421,29,71,paid,Android,5,1.4026253744959831,53.88599967956543,227,137,157,16,33,9,17013,5135,460,23,60,10900,0,0.4131885170936584,2025-04,0.0,0.0,0.0,0.0,False,3,4.005258301049482,0.8765620455146568
423,2025-04,423,24,93,paid,Android,675,1.211777585267555,0.0,304,158,361,18,74,4,59074,85,0,0,0,12350,3000,0.943043887615204,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.7937965294489666
428,2025-04,428,1,71,paid,Android,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
439,2025-04,439,3,195,organic,iOS,1,0.005069441627711,0.0,3,2,17,1,1,0,0,0,0,0,0,0,0,0.1584257185459137,2025-04,0.0,0.0,0.0,0.0,False,6,0.0,0.0050566352709863855
440,2025-04,440,5,67,paid,Android,2,0.0174578251317143,0.0,19,10,66,1,8,0,0,0,0,0,0,0,0,0.2087445706129074,2025-04,0.0,0.0,0.0,0.0,False,2,0.0,0.017307187973557965
445,2025-04,445,2,180,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,1,0.0,0.0
446,2025-04,446,9,153,paid,Android,5,0.0,0.0,19,9,36,4,3,0,0,0,0,0,0,0,0,0.386397510766983,2025-04,0.0,0.0,0.0,0.0,False,5,0.0,0.0
451,2025-04,451,1,63,organic,Android,0,0.0,0.0,12,11,30,2,9,0,0,0,0,0,0,0,0,0.4525570571422577,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
452,2025-04,452,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
455,2025-04,455,4,86,paid,Android,20,0.0457592372549697,0.0,36,28,109,4,2,0,0,0,0,0,0,0,0,0.3729589283466339,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.044743164440025365
472,2025-04,472,1,46,paid,Android,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,1,0.0,0.0
476,2025-04,476,1,153,paid,Android,0,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0.3459325730800628,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
479,2025-04,479,1,98,paid,iOS,1,0.0050747166387736,0.0,4,4,9,1,1,0,0,0,0,0,0,0,0,0.2867850065231323,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.005061883661795491
480,2025-04,480,1,153,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
489,2025-04,489,2,173,paid,Android,0,0.0,0.0,3,3,5,0,0,0,0,0,0,0,0,0,0,0.278189867734909,2025-04,0.0,0.0,0.0,0.0,False,2,0.0,0.0
501,2025-04,501,5,49,paid,Android,23,0.0326193045184481,0.0,88,50,157,7,33,0,0,0,0,0,0,0,0,0.3293979465961456,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.03209858834816937
502,2025-04,502,5,5,paid,Android,5,1.991875678300857,0.0,4,2,17,0,2,0,0,0,0,0,0,0,0,0.3304453492164612,2025-04,0.0,0.0,0.0,0.0,False,15,0.0,1.0959005078789144
505,2025-04,505,30,161,organic,Android,803,1.3937357942340896,0.0,748,369,233,17,101,6,27668,4835,535,11,180,47350,15050,0.404101550579071,2025-04,0.0,0.0,0.0,0.0,False,3,0.0,0.8728552394055917
507,2025-04,507,30,201,paid,Android,1133,11.081377454509491,93.85599946975708,399,317,252,16,110,4,4034,1323,425,35,60,12150,3500,0.170166015625,2025-04,0.0,0.0,0.0,0.0,False,11,4.552359946565792,2.491665213697189
508,2025-04,508,1,153,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
509,2025-04,509,26,173,paid,Android,637,1.0641692017379685,0.0,243,110,263,17,79,8,152600,6545,2945,65,520,83150,15150,0.2762172222137451,2025-04,0.0,0.0,0.0,0.0,False,3,0.0,0.7247278218455626
510,2025-04,510,1,173,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
511,2025-04,511,4,85,paid,Android,11,0.0039894296714919,0.0,5,2,28,1,7,0,0,0,0,0,0,0,0,0.2353303134441375,2025-04,0.0,0.0,0.0,0.0,False,9,0.0,0.003981492998469884
514,2025-04,514,1,135,paid,iOS,4,0.1188361197710037,0.0,4,4,9,0,3,0,0,0,0,0,0,0,0,0.3272714912891388,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.11228896621049057
516,2025-04,516,29,161,organic,Android,637,1.1920441013062373,0.0,472,196,333,18,91,0,0,0,0,0,0,0,0,0.3447544574737549,2025-04,0.0,0.0,0.0,0.0,False,2,0.0,0.7848344880924304
520,2025-04,520,1,164,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,6,0.0,0.0
523,2025-04,523,1,180,paid,Android,1,0.0034122695215046,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.3704336881637573,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.003406460939741365
534,2025-04,534,2,67,paid,Android,1,0.0073026898317039,0.0,2,2,9,0,3,0,0,0,0,0,0,0,0,0.348145455121994,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.007276154301167826
540,2025-04,540,26,86,paid,Android,365,0.6483518877066672,2.302999973297119,133,89,145,11,46,0,0,0,0,0,0,0,0,0.391482800245285,2025-04,0.0,0.0,0.0,0.0,False,5,1.19483113832422,0.4997759327881066
545,2025-04,545,2,11,paid,Android,2,0.0234186542220413,0.0,32,21,66,3,15,0,0,0,0,0,0,0,0,0.2116582095623016,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.023148644916733647
558,2025-04,558,1,153,paid,Android,1,0.0176414027810096,0.0,3,1,2,0,1,0,0,0,0,0,0,0,0,0.4572547078132629,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.017487599471214043
562,2025-04,562,30,164,paid,Android,147,6.377804966643453,16.925999641418457,351,214,183,16,73,5,22656,863,100,14,60,950,9150,0.3888545334339142,2025-04,0.0,0.0,0.0,0.0,False,11,2.8862521529317364,1.9984761643771958
573,2025-04,573,13,61,paid,iOS,9,0.7459386326372623,0.728093147277832,63,33,100,7,2,0,0,0,0,0,0,0,0,0.1575025469064712,2025-04,0.0,0.0,0.0,0.0,False,6,0.5470185736037304,0.5572923093983873
575,2025-04,575,2,112,organic,iOS,1,0.0712198838591575,0.0,2,2,7,0,3,0,0,0,0,0,0,0,0,0.4445182383060455,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.06879807745103875
581,2025-04,581,12,106,paid,Android,128,0.5695648633409292,0.0,88,51,233,12,61,0,0,0,0,0,0,0,0,0.3694950640201568,2025-04,0.0,0.0,0.0,0.0,False,1,0.0,0.4507984238373989
587,2025-04,587,1,180,organic,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,2,0.0,0.0
589,2025-04,589,1,93,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
593,2025-04,593,3,67,organic,Android,0,0.0,0.0,16,12,55,4,15,0,0,0,0,0,0,0,0,0.2789748907089233,2025-04,0.0,0.0,0.0,0.0,False,1,0.0,0.0
596,2025-04,596,1,61,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
604,2025-04,604,2,208,paid,iOS,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
618,2025-04,618,30,67,paid,Android,864,2.9498501885682344,0.0,278,85,231,13,80,7,27142,3440,145,2,0,7400,18500,0.1735966801643371,2025-04,0.0,0.0,0.0,0.0,False,3,0.0,1.373677651249035
621,2025-04,621,3,112,organic,iOS,14,0.2924846718087792,0.0,29,22,76,3,14,0,0,0,0,0,0,0,0,0.3222447037696838,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.2565664679945573
631,2025-04,631,6,154,paid,Android,49,0.2240685625001788,0.0,94,53,168,8,40,4,3712,345,0,0,0,0,0,0.286376953125,2025-04,0.0,0.0,0.0,0.0,False,5,0.0,0.20218019763587156
634,2025-04,634,1,180,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,4,0.0,0.0
638,2025-04,638,22,67,organic,iOS,40,0.1876707111950963,0.0,103,65,137,8,32,6,7157,235,25,15,130,300,850,0.2504802942276001,2025-04,0.0,0.0,0.0,0.0,False,4,0.0,0.1719940033905118
639,2025-04,639,1,102,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
641,2025-04,641,5,180,organic,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,0.0,0.0,False,0,0.0,0.0
